project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;4328.82;38.09;17.92,binarySearchTree2;binarySearchTree2.py;12884.23;39.78;4.01,binarySearchTree3;binarySearchTree3.py;13799.70;4361.41;97.85,binarySearchTree4;binarySearchTree4.py;357.69;18.56;0.69,identifier1;identifier1.py;2249.50;1067.47;57.13,linkedList1;linkedList1.py;7890.97;2693.63;54.95,linkedList2;linkedList2.py;2486.61;203.43;5.24,linkedList3;linkedList3.py;1056.30;55.04;2.38,linkedList4;linkedList4.py;4331.65;6.86;1.91,linkedList5;linkedList5.py;4354.02;269.81;6.38,queue1;queue1.py;192.34;31.54;0.98,queue2;queue2.py;3354.75;644.98;14.16,queue3;queue3.py;1833.86;47.77;2.38,queue4;queue4.py;5934.35;1766.30;40.57,queue5;queue5.py;307.99;40.60;1.88,sort1;sort1.py;1372.89;862.66;62.66,stack1;stack1.py;5222.77;3129.42;66.00,stack2;stack2.py;85.02;83.03;2.03,stack3;stack3.py;1405.92;123.42;4.83,stack4;stack4.py;4328.64;10.29;1.23,stack5;stack5.py;6.59;6.22;0.39
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;80.44;75.47;4.64,binarySearchTree2;binarySearchTree2.py;71.63;66.59;4.56,binarySearchTree3;binarySearchTree3.py;134.21;126.56;7.52,binarySearchTree4;binarySearchTree4.py;5.84;5.39;0.40,identifier1;identifier1.py;96.56;33.11;3.13,linkedList1;linkedList1.py;66.79;62.83;3.78,linkedList2;linkedList2.py;14.27;13.13;1.03,linkedList3;linkedList3.py;135.68;14.22;1.19,linkedList4;linkedList4.py;29.45;24.25;2.91,linkedList5;linkedList5.py;47.89;45.61;2.23,queue1;queue1.py;4.67;4.31;0.33,queue2;queue2.py;28.78;26.96;1.76,queue3;queue3.py;33.14;30.77;2.17,queue4;queue4.py;41.79;37.63;2.96,queue5;queue5.py;5.03;4.50;0.48,sort1;sort1.py;615.37;69.59;4.73,stack1;stack1.py;62.89;57.52;3.74,stack2;stack2.py;10.58;9.75;0.69,stack3;stack3.py;536.56;35.10;3.05,stack4;stack4.py;55.24;41.68;2.63,stack5;stack5.py;6.78;3.43;0.68
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;115.80;106.27;6.76,binarySearchTree2;binarySearchTree2.py;125.14;117.04;7.04,binarySearchTree3;binarySearchTree3.py;247.84;231.75;12.46,binarySearchTree4;binarySearchTree4.py;10.34;9.53;0.76,identifier1;identifier1.py;132.23;66.76;4.98,linkedList1;linkedList1.py;106.04;99.96;5.35,linkedList2;linkedList2.py;19.46;17.93;1.40,linkedList3;linkedList3.py;209.17;24.46;1.65,linkedList4;linkedList4.py;63.20;41.06;3.08,linkedList5;linkedList5.py;97.65;80.87;3.19,queue1;queue1.py;11.33;8.10;0.54,queue2;queue2.py;47.04;42.77;2.64,queue3;queue3.py;57.26;52.75;3.11,queue4;queue4.py;77.59;72.18;4.43,queue5;queue5.py;9.34;8.48;0.62,sort1;sort1.py;664.27;82.03;5.49,stack1;stack1.py;97.66;55.88;3.36,stack2;stack2.py;17.74;9.50;0.58,stack3;stack3.py;246.18;34.31;1.98,stack4;stack4.py;81.44;40.80;2.79,stack5;stack5.py;7.40;3.25;0.24
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;345.89;188.63;10.15,binarySearchTree2;binarySearchTree2.py;274.83;159.66;7.56,binarySearchTree3;binarySearchTree3.py;460.25;268.36;11.75,binarySearchTree4;binarySearchTree4.py;18.44;10.62;0.69,identifier1;identifier1.py;184.29;70.65;4.70,linkedList1;linkedList1.py;267.26;135.94;7.38,linkedList2;linkedList2.py;51.84;28.66;1.67,linkedList3;linkedList3.py;172.41;27.41;1.90,linkedList4;linkedList4.py;85.07;43.19;2.50,linkedList5;linkedList5.py;238.28;116.44;5.45,queue1;queue1.py;15.36;8.16;0.50,queue2;queue2.py;94.87;54.14;2.50,queue3;queue3.py;122.12;67.82;3.46,queue4;queue4.py;156.76;77.82;7.22,queue5;queue5.py;23.07;9.78;0.66,sort1;sort1.py;301.61;91.76;6.11,stack1;stack1.py;105.36;56.93;3.48,stack2;stack2.py;17.99;9.59;0.76,stack3;stack3.py;594.38;35.40;6.39,stack4;stack4.py;238.30;44.91;11.22,stack5;stack5.py;6.47;3.41;0.20
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;244.11;129.18;8.19,binarySearchTree2;binarySearchTree2.py;246.09;140.94;7.32,binarySearchTree3;binarySearchTree3.py;408.38;225.57;13.91,binarySearchTree4;binarySearchTree4.py;18.51;10.28;0.60,identifier1;identifier1.py;173.45;64.98;4.33,linkedList1;linkedList1.py;179.59;101.34;5.31,linkedList2;linkedList2.py;45.53;25.09;1.56,linkedList3;linkedList3.py;423.42;26.24;2.52,linkedList4;linkedList4.py;106.00;39.33;5.78,linkedList5;linkedList5.py;144.54;66.29;4.01,queue1;queue1.py;16.67;8.74;0.56,queue2;queue2.py;72.70;37.50;2.19,queue3;queue3.py;123.03;61.14;3.99,queue4;queue4.py;121.64;65.60;3.93,queue5;queue5.py;18.13;9.09;0.51,sort1;sort1.py;725.31;81.71;5.53,stack1;stack1.py;149.86;58.94;3.56,stack2;stack2.py;27.90;9.79;0.72,stack3;stack3.py;594.28;31.95;4.05,stack4;stack4.py;129.49;38.16;5.04,stack5;stack5.py;9.74;3.37;0.24
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;507.27;214.47;10.04,binarySearchTree2;binarySearchTree2.py;466.61;194.16;8.59,binarySearchTree3;binarySearchTree3.py;967.34;408.79;16.05,binarySearchTree4;binarySearchTree4.py;32.79;13.53;0.80,identifier1;identifier1.py;246.98;76.15;5.02,linkedList1;linkedList1.py;448.45;183.91;7.31,linkedList2;linkedList2.py;81.67;32.22;1.82,linkedList3;linkedList3.py;261.49;29.42;1.77,linkedList4;linkedList4.py;143.68;49.84;2.86,linkedList5;linkedList5.py;367.43;141.56;5.45,queue1;queue1.py;24.39;8.94;0.66,queue2;queue2.py;174.40;68.06;3.11,queue3;queue3.py;190.06;72.87;3.63,queue4;queue4.py;264.38;97.36;6.66,queue5;queue5.py;24.08;9.62;0.68,sort1;sort1.py;823.74;94.31;5.79,stack1;stack1.py;217.99;66.63;3.72,stack2;stack2.py;34.02;9.88;0.82,stack3;stack3.py;630.63;40.33;3.25,stack4;stack4.py;202.46;51.53;5.14,stack5;stack5.py;11.95;3.49;0.20
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;907.84;286.33;11.34,binarySearchTree2;binarySearchTree2.py;731.31;229.10;9.17,binarySearchTree3;binarySearchTree3.py;1466.13;459.60;17.18,binarySearchTree4;binarySearchTree4.py;46.23;14.05;0.79,identifier1;identifier1.py;326.41;82.43;5.53,linkedList1;linkedList1.py;710.73;219.20;7.25,linkedList2;linkedList2.py;130.78;39.40;2.09,linkedList3;linkedList3.py;241.40;34.48;1.97,linkedList4;linkedList4.py;192.90;56.12;3.28,linkedList5;linkedList5.py;588.33;178.63;6.00,queue1;queue1.py;30.78;8.97;0.48,queue2;queue2.py;253.91;78.99;2.92,queue3;queue3.py;373.16;86.18;5.78,queue4;queue4.py;326.34;101.93;4.93,queue5;queue5.py;32.79;9.86;0.64,sort1;sort1.py;883.98;96.65;6.06,stack1;stack1.py;271.00;70.04;3.75,stack2;stack2.py;42.63;10.34;0.74,stack3;stack3.py;690.39;43.75;4.09,stack4;stack4.py;245.45;55.85;4.45,stack5;stack5.py;16.03;3.65;0.24
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;101.52;96.09;5.60,binarySearchTree2;binarySearchTree2.py;93.25;88.24;4.93,binarySearchTree3;binarySearchTree3.py;183.70;175.37;8.82,binarySearchTree4;binarySearchTree4.py;6.51;5.99;0.49,identifier1;identifier1.py;100.03;36.77;3.05,linkedList1;linkedList1.py;85.68;81.84;3.91,linkedList2;linkedList2.py;16.44;15.34;1.07,linkedList3;linkedList3.py;530.37;15.99;8.72,linkedList4;linkedList4.py;26.30;24.38;1.82,linkedList5;linkedList5.py;62.98;58.02;3.25,queue1;queue1.py;5.06;4.63;0.41,queue2;queue2.py;31.48;29.92;1.57,queue3;queue3.py;41.46;37.75;2.56,queue4;queue4.py;42.78;40.19;2.51,queue5;queue5.py;4.98;4.59;0.35,sort1;sort1.py;623.58;77.48;5.28,stack1;stack1.py;73.47;69.05;4.07,stack2;stack2.py;11.19;10.42;0.70,stack3;stack3.py;529.17;40.70;2.22,stack4;stack4.py;58.70;49.24;4.25,stack5;stack5.py;2.93;2.73;0.18
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;100.74;94.85;6.02,binarySearchTree2;binarySearchTree2.py;90.00;85.04;4.78,binarySearchTree3;binarySearchTree3.py;170.29;162.54;8.33,binarySearchTree4;binarySearchTree4.py;5.92;5.44;0.45,identifier1;identifier1.py;96.29;33.17;2.81,linkedList1;linkedList1.py;81.08;77.33;3.88,linkedList2;linkedList2.py;16.83;15.78;1.04,linkedList3;linkedList3.py;196.33;14.31;1.25,linkedList4;linkedList4.py;29.63;25.84;2.30,linkedList5;linkedList5.py;71.26;68.94;2.46,queue1;queue1.py;4.79;4.41;0.36,queue2;queue2.py;37.49;32.93;2.53,queue3;queue3.py;40.51;38.09;2.43,queue4;queue4.py;49.76;46.84;2.95,queue5;queue5.py;4.94;4.51;0.40,sort1;sort1.py;622.66;76.49;5.29,stack1;stack1.py;66.60;62.09;4.00,stack2;stack2.py;10.75;9.99;0.68,stack3;stack3.py;526.13;40.61;2.52,stack4;stack4.py;65.35;53.96;4.72,stack5;stack5.py;3.67;3.39;0.27
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;78.04;72.90;5.19,binarySearchTree2;binarySearchTree2.py;82.99;77.94;4.87,binarySearchTree3;binarySearchTree3.py;153.89;145.91;8.39,binarySearchTree4;binarySearchTree4.py;5.82;5.39;0.40,identifier1;identifier1.py;95.59;32.41;2.88,linkedList1;linkedList1.py;65.99;62.58;3.48,linkedList2;linkedList2.py;14.52;13.46;1.04,linkedList3;linkedList3.py;440.56;15.01;1.35,linkedList4;linkedList4.py;26.58;24.16;1.99,linkedList5;linkedList5.py;54.72;52.65;2.17,queue1;queue1.py;5.24;4.88;0.34,queue2;queue2.py;28.25;26.53;1.74,queue3;queue3.py;45.45;35.76;4.04,queue4;queue4.py;45.76;42.87;2.91,queue5;queue5.py;5.13;4.78;0.32,sort1;sort1.py;623.13;77.35;5.15,stack1;stack1.py;70.90;66.29;4.17,stack2;stack2.py;11.04;10.21;0.73,stack3;stack3.py;526.30;37.89;2.30,stack4;stack4.py;55.38;48.68;3.39,stack5;stack5.py;3.72;3.46;0.24
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;99.09;93.43;5.67,binarySearchTree2;binarySearchTree2.py;92.11;87.02;4.88,binarySearchTree3;binarySearchTree3.py;162.82;154.89;8.16,binarySearchTree4;binarySearchTree4.py;5.69;5.27;0.37,identifier1;identifier1.py;96.56;33.52;2.77,linkedList1;linkedList1.py;74.86;71.19;3.71,linkedList2;linkedList2.py;15.93;14.86;1.02,linkedList3;linkedList3.py;386.33;15.12;2.34,linkedList4;linkedList4.py;27.12;25.42;1.64,linkedList5;linkedList5.py;70.29;67.82;2.46,queue1;queue1.py;5.18;4.77;0.38,queue2;queue2.py;31.69;30.16;1.54,queue3;queue3.py;43.17;40.82;2.29,queue4;queue4.py;47.27;44.55;2.71,queue5;queue5.py;5.17;4.76;0.39,sort1;sort1.py;621.86;75.76;5.19,stack1;stack1.py;73.73;68.84;4.12,stack2;stack2.py;10.26;9.39;0.78,stack3;stack3.py;539.28;40.18;3.81,stack4;stack4.py;57.04;49.47;3.67,stack5;stack5.py;3.25;3.03;0.20
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;132.01;126.43;6.12,binarySearchTree2;binarySearchTree2.py;106.91;101.68;5.16,binarySearchTree3;binarySearchTree3.py;217.98;209.61;9.68,binarySearchTree4;binarySearchTree4.py;6.96;6.50;0.42,identifier1;identifier1.py;99.24;36.07;2.90,linkedList1;linkedList1.py;110.03;105.98;4.35,linkedList2;linkedList2.py;19.54;18.37;1.14,linkedList3;linkedList3.py;198.36;16.46;1.15,linkedList4;linkedList4.py;34.37;30.14;2.14,linkedList5;linkedList5.py;96.41;94.15;2.57,queue1;queue1.py;5.18;4.80;0.36,queue2;queue2.py;45.76;41.62;2.46,queue3;queue3.py;45.84;43.63;2.30,queue4;queue4.py;57.56;54.55;3.16,queue5;queue5.py;5.35;4.98;0.34,sort1;sort1.py;628.07;82.03;5.50,stack1;stack1.py;65.38;61.38;3.72,stack2;stack2.py;11.31;10.51;0.75,stack3;stack3.py;535.67;46.52;3.09,stack4;stack4.py;73.18;60.19;5.99,stack5;stack5.py;3.57;3.30;0.26
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;105.88;100.36;5.93,binarySearchTree2;binarySearchTree2.py;99.11;93.97;5.18,binarySearchTree3;binarySearchTree3.py;200.73;192.38;9.41,binarySearchTree4;binarySearchTree4.py;6.65;6.21;0.42,identifier1;identifier1.py;98.91;35.68;2.95,linkedList1;linkedList1.py;95.86;91.75;4.24,linkedList2;linkedList2.py;17.65;16.58;1.09,linkedList3;linkedList3.py;448.22;16.69;1.57,linkedList4;linkedList4.py;31.58;28.49;2.31,linkedList5;linkedList5.py;78.18;75.88;2.60,queue1;queue1.py;5.32;4.87;0.44,queue2;queue2.py;42.37;35.32;3.81,queue3;queue3.py;41.32;39.15;2.20,queue4;queue4.py;50.52;47.82;2.81,queue5;queue5.py;5.24;4.84;0.39,sort1;sort1.py;629.15;82.78;5.79,stack1;stack1.py;70.50;65.97;4.12,stack2;stack2.py;9.68;8.88;0.75,stack3;stack3.py;535.36;44.16;3.39,stack4;stack4.py;63.98;57.39;3.56,stack5;stack5.py;3.92;3.65;0.25
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;129.53;123.78;6.18,binarySearchTree2;binarySearchTree2.py;111.20;106.20;4.95,binarySearchTree3;binarySearchTree3.py;217.02;208.67;9.28,binarySearchTree4;binarySearchTree4.py;6.91;6.46;0.43,identifier1;identifier1.py;99.88;36.71;3.03,linkedList1;linkedList1.py;104.49;100.64;4.12,linkedList2;linkedList2.py;19.07;17.92;1.16,linkedList3;linkedList3.py;381.60;19.11;1.34,linkedList4;linkedList4.py;38.58;31.21;3.21,linkedList5;linkedList5.py;95.12;92.66;2.72,queue1;queue1.py;5.95;5.53;0.42,queue2;queue2.py;45.84;41.55;3.19,queue3;queue3.py;50.53;47.83;2.75,queue4;queue4.py;56.85;53.91;3.02,queue5;queue5.py;5.84;5.32;0.49,sort1;sort1.py;631.81;85.00;5.70,stack1;stack1.py;92.22;80.59;5.11,stack2;stack2.py;14.88;12.07;0.90,stack3;stack3.py;641.37;48.47;6.13,stack4;stack4.py;83.64;62.35;4.89,stack5;stack5.py;5.12;4.07;0.32
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;113.33;107.57;6.18,binarySearchTree2;binarySearchTree2.py;104.03;98.70;5.31,binarySearchTree3;binarySearchTree3.py;197.19;189.34;8.83,binarySearchTree4;binarySearchTree4.py;6.46;5.96;0.48,identifier1;identifier1.py;98.34;35.14;2.94,linkedList1;linkedList1.py;89.20;85.61;3.90,linkedList2;linkedList2.py;17.99;16.96;1.04,linkedList3;linkedList3.py;438.97;16.20;1.34,linkedList4;linkedList4.py;34.15;29.62;2.92,linkedList5;linkedList5.py;87.36;85.03;2.61,queue1;queue1.py;5.63;5.24;0.38,queue2;queue2.py;39.93;36.63;2.25,queue3;queue3.py;46.34;43.92;2.50,queue4;queue4.py;53.10;50.42;2.83,queue5;queue5.py;5.08;4.74;0.31,sort1;sort1.py;626.35;80.18;5.47,stack1;stack1.py;72.37;67.72;4.26,stack2;stack2.py;11.53;10.68;0.80,stack3;stack3.py;528.82;42.34;2.81,stack4;stack4.py;66.70;57.17;4.05,stack5;stack5.py;3.83;3.56;0.25
project;filename;real;user;sys,binarySearchTree1;binarySearchTree1.py;158.05;151.73;7.31,binarySearchTree2;binarySearchTree2.py;138.35;132.70;5.98,binarySearchTree3;binarySearchTree3.py;280.89;271.36;11.12,binarySearchTree4;binarySearchTree4.py;8.45;7.99;0.45,identifier1;identifier1.py;106.25;42.96;3.24,linkedList1;linkedList1.py;134.72;130.56;4.81,linkedList2;linkedList2.py;22.17;21.04;1.20,linkedList3;linkedList3.py;458.84;19.62;2.98,linkedList4;linkedList4.py;37.50;35.54;2.06,linkedList5;linkedList5.py;197.29;111.38;3.46,queue1;queue1.py;5.33;4.95;0.36,queue2;queue2.py;43.51;41.85;1.90,queue3;queue3.py;49.71;47.54;2.29,queue4;queue4.py;59.83;56.74;3.35,queue5;queue5.py;5.49;5.05;0.42,sort1;sort1.py;634.15;87.51;6.02,stack1;stack1.py;81.02;76.01;4.33,stack2;stack2.py;12.15;11.20;0.81,stack3;stack3.py;561.19;50.62;5.91,stack4;stack4.py;67.20;61.34;3.77,stack5;stack5.py;4.09;3.80;0.27
